title,year,source_title,doi,rank,publisher,event,source_type,holding_publisher,title_vote_haq,title_vote_anand,title_vote_final,title_verdict,has_abstract,abstract_verdict,has_fulltext,fulltext_verdict,exclusion_reason
Computer Security Issues and Legal System Based on Cloud Computing,2022,Computational Intelligence and Neuroscience,10.1155/2022/8112212,Q1,Hindawi Publishing Corporation,,journal,Other,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
A unified framework for cloud security transparency and audit,2020,Journal of Information Security and Applications,10.1016/j.jisa.2020.102594,Q1,Elsevier Ltd.,,journal,Elsevier,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Placing the state in the cloud: Issues of data governance and public procurement,2016,Computer Law and Security Review,10.1016/j.clsr.2016.07.004,Q1,Elsevier Ltd.,,journal,Elsevier,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E7. Not focused on risk aspects
A broker-based framework for standardization and management of Cloud Security-SLAs,2018,Computers and Security,10.1016/j.cose.2018.01.019,Q1,Elsevier Ltd.,,journal,Elsevier,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Privacy preserving security using biometrics in cloud computing,2018,Multimedia Tools and Applications,10.1007/s11042-017-4966-5,Q1,Springer Netherlands,,journal,Springer,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E7. Not focused on risk aspects
Toward efficient data access privacy in the cloud,2013,IEEE Communications Magazine,10.1109/MCOM.2013.6658650,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Automatically Enforcing Security SLAs in the Cloud,2017,IEEE Transactions on Services Computing,10.1109/TSC.2016.2540630,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
EECDH to prevent MITM attack in cloud computing,2019,Digital Communications and Networks,10.1016/j.dcan.2019.10.007,Q1,Chongqing University of Posts and Telecommunications,,journal,Other,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Developing accountability-based solutions for data privacy in the cloud,2013,Innovation: The European Journal of Social Science Research,10.1080/13511610.2013.732753,Q1,Routledge,,journal,Other,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
WebCloud: Web-Based Cloud Storage for Secure Data Sharing Across Platforms,2022,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2020.3040784,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Negligence and sanctions in information security investments in a cloud environment,2018,Electronic Markets,10.1007/s12525-017-0276-z,Q1,Springer Verlag,,journal,Springer,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
A dynamic secure group sharing framework in public cloud computing,2014,IEEE Transactions on Cloud Computing,10.1109/TCC.2014.2366152,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Cloud computing security taxonomy: From an atomistic to a holistic view,2020,Future Generation Computer Systems,10.1016/j.future.2019.11.013,Q1,Elsevier,,journal,Elsevier,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,"E8. Literature review, editorial, comment, etc."
Sticky policies approach within cloud computing,2017,Computers and Security,10.1016/j.cose.2017.07.005,Q1,Elsevier Ltd.,,journal,Elsevier,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Shielding applications from an untrusted cloud with Haven,2015,ACM Transactions on Computer Systems,10.1145/2799647,Q1,Association for Computing Machinery (ACM),,journal,ACM,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Integrity verification of Docker containers for a lightweight cloud environment,2019,Future Generation Computer Systems,10.1016/j.future.2019.02.026,Q1,Elsevier,,journal,Elsevier,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Security Issues and Challenges for Virtualization Technologies,2020,ACM Computing Surveys,10.1145/3382190,Q1,Association for Computing Machinery (ACM),,journal,ACM,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,"E8. Literature review, editorial, comment, etc."
"Flexible, efficient, and secure access delegation in cloud computing",2019,ACM Transactions on Management Information Systems,10.1145/3318212,Q1,Association for Computing Machinery (ACM),,journal,ACM,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
VOD-ADAC: Anonymous Distributed Fine-Grained Access Control Protocol with Verifiable Outsourced Decryption in Public Cloud,2020,IEEE Transactions on Services Computing,10.1109/TSC.2017.2687459,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
Obfuscating EVES Algorithm and Its Application in Fair Electronic Transactions in Public Clouds,2019,IEEE Systems Journal,10.1109/JSYST.2019.2900723,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E4.2 Cloud only as an enabler
"Digital sovereignty, geopolitical imaginaries, and the reproduction of European identity",2022,European Security,10.1080/09662839.2022.2101883,Q1,Taylor and Francis Ltd.,,journal,Taylor&Francis,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E7. Not focused on risk aspects
Cloud security: A gathering storm,2014,Communications of the ACM,10.1145/2593686,Q1,Association for Computing Machinery (ACM),,journal,ACM,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,"E8. Literature review, editorial, comment, etc."
Toward Cyberresiliency in the Context of Cloud Computing [Resilient Security],2019,IEEE Security and Privacy,10.1109/MSEC.2018.2882122,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,"E8. Literature review, editorial, comment, etc."
Dynamic Firewall Decomposition and Composition in the Cloud,2020,IEEE Transactions on Information Forensics and Security,10.1109/TIFS.2020.2990786,Q1,Institute of Electrical and Electronics Engineers Inc.,,journal,IEEE,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E3. Decentralized cloud
Efficient threshold password-authenticated secret sharing protocols for cloud computing,2019,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2019.01.013,Q1,Academic Press Inc.,,journal,Other,y,y,Agree - Yes,Relevant,Yes,Relevant,Yes,Excluded,E6. Technique not feasible for consumers
A Continuous Risk Assessment Methodology for Cloud Infrastructures,2022,"Proceedings - 22nd IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2022",10.1109/CCGrid54584.2022.00127,A,IEEE,"2022 22nd International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Shuttle: Intrusion Recovery for PaaS,2015,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS.2015.72,A,IEEE,2015 IEEE 35th International Conference on Distributed Computing Systems (ICDCS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
MITC Viz: Visual Analytics for Man-in-the-Cloud Threats Awareness,2017,"Proceedings - 2016 International Computer Symposium, ICS 2016",10.1109/ICS.2016.0068,A,IEEE,2016 International Computer Symposium (ICS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Preventive measures to secure issues in cloud computing,2019,"2019 International Conference on Intelligent Computing and Control Systems, ICCS 2019",10.1109/ICCS45141.2019.9065787,A,IEEE,2019 International Conference on Intelligent Computing and Control Systems (ICCS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Detection of DDOS attacks in cloud computing environment,2019,"2019 International Conference on Intelligent Computing and Control Systems, ICCS 2019",10.1109/ICCS45141.2019.9065429,A,IEEE,2019 International Conference on Intelligent Computing and Control Systems (ICCS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Implementation approach for IDS based on risk assessment and attack pattern in cloud computing,2018,"2018 International Conference on Control, Automation and Diagnosis, ICCAD 2018",10.1109/CADIAG.2018.8751361,A,IEEE,"2018 International Conference on Control, Automation and Diagnosis (ICCAD)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Network intrusion detection system as a service on openstack cloud,2019,"Proceedings - International Conference on Network Protocols, ICNP",10.1109/ICNP.2019.8888078,A,IEEE,2019 IEEE 27th International Conference on Network Protocols (ICNP),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Proactively Secure Cloud-Enabled Storage,2017,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS.2017.293,A,IEEE,2017 IEEE 37th International Conference on Distributed Computing Systems (ICDCS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
GoDeep: Intelligent IoV Service Deployment and Execution with Privacy Preservation in Cloud-edge Computing,2021,"Proceedings - 2021 IEEE International Conference on Web Services, ICWS 2021",10.1109/ICWS53863.2021.00079,A,IEEE,2021 IEEE International Conference on Web Services (ICWS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
ContainerLeaks: Emerging Security Threats of Information Leakages in Container Clouds,2017,"Proceedings - 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2017",10.1109/DSN.2017.49,A,IEEE,2017 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Efficient and Privacy-Preserving Federated QoS Prediction for Cloud Services,2020,"Proceedings - 2020 IEEE 13th International Conference on Web Services, ICWS 2020",10.1109/ICWS49710.2020.00079,A,IEEE,2020 IEEE International Conference on Web Services (ICWS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Attribute based encryption for securing personal health record on cloud,2014,"Proceedings of the IEEE International Caracas Conference on Devices, Circuits and Systems, ICCDCS",10.1109/ICDCSyst.2014.6926174,A,IEEE,"2014 2nd International Conference on Devices, Circuits and Systems (ICDCS)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Risk-driven framework for decision support in cloud service selection,2015,"Proceedings - 2015 IEEE/ACM 15th International Symposium on Cluster, Cloud, and Grid Computing, CCGrid 2015",10.1109/CCGrid.2015.111,A,IEEE,"2015 15th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGrid)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Mitigating traffic-based side channel attacks in bandwidth-efficient cloud storage,2018,"Proceedings - 2018 IEEE 32nd International Parallel and Distributed Processing Symposium, IPDPS 2018",10.1109/IPDPS.2018.00124,A,IEEE,2018 IEEE International Parallel and Distributed Processing Symposium (IPDPS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Privacy Preserving String Matching for Cloud Computing,2015,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS.2015.68,A,IEEE,2015 IEEE 35th International Conference on Distributed Computing Systems (ICDCS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Towards cloud security monitoring: A case study,2016,"Proceedings - 2016 Cybersecurity and Cyberforensics Conference, CCC 2016",10.1109/CCC.2016.8,A,IEEE,2016 Cybersecurity and Cyberforensics Conference (CCC),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Cross-VM covert channel risk assessment for cloud computing: An automated capacity profiler,2014,"Proceedings - International Conference on Network Protocols, ICNP",10.1109/ICNP.2014.24,A,IEEE,2014 IEEE 22nd International Conference on Network Protocols (ICNP),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
An Efficient and Secure Public Batch Auditing Protocol for Dynamic Cloud Storage Data,2017,"Proceedings - 2016 International Computer Symposium, ICS 2016",10.1109/ICS.2016.0138,A,IEEE,2016 International Computer Symposium (ICS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Proof of Violation for Trust and Accountability of Cloud Database Systems,2016,"Proceedings - 2016 16th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing, CCGrid 2016",10.1109/CCGrid.2016.27,A,IEEE,"2016 16th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGrid)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Security-aware job allocation in mobile cloud computing,2021,"Proceedings - 21st IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2021",10.1109/CCGrid51090.2021.00086,A,IEEE,"2021 IEEE/ACM 21st International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Towards assurance of availability in virtualized cloud system,2013,"Proceedings - 13th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing, CCGrid 2013",10.1109/CCGrid.2013.110,A,IEEE,"2013 13th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGrid)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Multimodal Indexable Encryption for Mobile Cloud-Based Applications,2017,"Proceedings - 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2017",10.1109/DSN.2017.31,A,IEEE,2017 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
"Type, pad, and place: Avoiding data leaks in Cloud-IoT FaaS orchestrations",2022,"Proceedings - 22nd IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2022",10.1109/CCGrid54584.2022.00094,A,IEEE,"2022 22nd International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
A Game Theoretic Method for VM-To-Hypervisor Attacks Detection in Cloud Environment,2017,"Proceedings - 2017 17th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing, CCGRID 2017",10.1109/CCGRID.2017.138,A,IEEE,"2017 17th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
A framework for data protection in cloud federations,2014,Proceedings of the International Conference on Parallel Processing,10.1109/ICPP.2014.37,A,IEEE,2014 43nd International Conference on Parallel Processing (ICPP),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Holistic Runtime Performance and Security-aware Monitoring in Public Cloud Environment,2022,"Proceedings - 22nd IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2022",10.1109/CCGrid54584.2022.00128,A,IEEE,"2022 22nd International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
Storing shared data on the cloud via security-mediator,2013,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS.2013.60,A,IEEE,2013 IEEE 33rd International Conference on Distributed Computing Systems (ICDCS),conference proceeding,IEEE,y,y,Agree - Yes,Relevant,Yes,Irrelevant,,,
